Artist,Release Title,Year,ID,Format,Resource URL,Stats,Thumb
First Choice,Doctor Love,1977,119099,"7, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/119099,"{'community': {'in_wantlist': 125, 'in_collection': 85}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/W9ddSAfpDve2NpcYrSUBBA2xuiVhgi1cJN7PmiqNlcw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTA5/OS0xMjkwMDE0MTk4/LmpwZWc.jpeg
Gaz,Sing Sing,1978,119401,"1, 2, """,https://api.discogs.com/releases/119401,"{'community': {'in_wantlist': 586, 'in_collection': 567}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/5Bw3WcazjZcYASN48ZN1pZHG8k8N6EkBOxg3HFRU0wo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTQw/MS0xMTgzMTIxMDIy/LmpwZWc.jpeg
Carol Williams,Come Back / Love Is You,1977,128182,"1, 2, """,https://api.discogs.com/releases/128182,"{'community': {'in_wantlist': 324, 'in_collection': 213}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/De8MIHnmR0B1FkT7kaQ0gjG1GmCqOfG2GrpSvg_eELM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODE4/Mi0xMzcwNDE2NDcy/LTUwMDIuanBlZw.jpeg
Kongas,Anikana-O,1978,128264,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/128264,"{'community': {'in_wantlist': 388, 'in_collection': 516}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/mI-Bezd2wJu64DVKR-07KRf99TY7eu4DnqG5Uze77fM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODI2/NC0xNDIxNTg1ODY4/LTY3NDIuanBlZw.jpeg
Avenue B Boogie Band,Bumper To Bumper,1980,128515,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , M, o, n",https://api.discogs.com/releases/128515,"{'community': {'in_wantlist': 72, 'in_collection': 137}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/PXl6pO_OxwV4rHaBF4geN-rh91GDrg66NBSmj5CdZpY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODUx/NS0xNTA4MTAyNjY4/LTI0NzUuanBlZw.jpeg
Viva (2),Dance The Night Away,1978,128517,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/128517,"{'community': {'in_wantlist': 27, 'in_collection': 117}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Uq-HmzvIM9Trx95mL1W90tWmOP5rvazn51H1hqf7thk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODUx/Ny0xMjkwNTUwMDY0/LmpwZWc.jpeg
Charo,Olé Olé,1978,128518,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , L, t, d, ,,  , P, i, n",https://api.discogs.com/releases/128518,"{'community': {'in_wantlist': 45, 'in_collection': 374}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/H8pJCfArIn-Y8oQelMcQOAQ1mQgFYnMh_Rbp9fr9AIQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODUx/OC0xNjEyODI5NDk4/LTEzMzIuanBlZw.jpeg
Gary Criss,Rio De Janeiro,1977,128519,"1, 2, "", ,,  , M, /, P, r, i, n, t",https://api.discogs.com/releases/128519,"{'community': {'in_wantlist': 139, 'in_collection': 290}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/tVHk5dY9ZRNxPjftaJCVA0TaF-1gmLIZMcBobzUIQT4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODUx/OS0xMTgxMjkyNTI4/LmpwZWc.jpeg
Chocolat's,Kings Of Clubs,1977,128520,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/128520,"{'community': {'in_wantlist': 191, 'in_collection': 424}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/VBoMZDBZnphEvmsv_zxXdFbUFOqaeTNwDI6K-VWKp5A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODUy/MC0xNzE1OTU5MjA0/LTMwNzEuanBlZw.jpeg
Candido,Candi's Funk,1980,128521,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/128521,"{'community': {'in_wantlist': 111, 'in_collection': 105}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/mxXuAEKHzkxCfxJ_oiwFIeRvTzF4ELF_8NxZ2wXDKTg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODUy/MS0xMzAzNjAwOTIz/LmpwZWc.jpeg
The Salsoul Orchestra Featuring Loleatta Holloway,Seconds,1982,128522,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/128522,"{'community': {'in_wantlist': 407, 'in_collection': 356}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/fsho0hILiNWMU2RK6yJGUywjHmLVtE7TboN4f4IMLtM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODUy/Mi0xNjcxNDY1NTY0/LTY4ODIuanBlZw.jpeg
Cevin Fisher Feat. Loleatta Holloway,(You Got Me) Burning Up,1999,129587,"C, D, ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/129587,"{'community': {'in_wantlist': 28, 'in_collection': 295}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/P4BwMHSx9hcgDs2WdThqUn1JeBEImOcnroeLk8Giu18/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyOTU4/Ny0xMjk2ODU0Mzk1/LmpwZWc.jpeg
M&S Presents The Girl Next Door,Salsoul Nugget (If U Wanna),2001,139741,"C, D, ,,  , S, i, n, g, l, e, ,,  , E, n, h",https://api.discogs.com/releases/139741,"{'community': {'in_wantlist': 59, 'in_collection': 292}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/pATaWY2w4JrCf7k69B1TMgcUR4W-nnLcdQWYHhMYtMw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzOTc0/MS0wMDEuanBn.jpeg
Loleatta Holloway,Dreamin',2000,139806,"2, x, 1, 2, """,https://api.discogs.com/releases/139806,"{'community': {'in_wantlist': 189, 'in_collection': 536}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/4HatttQiNQpu0Z2bCsmJmyGB2jE63ywrxPFe6_62vB0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzOTgw/Ni0xMjcyODE3ODU3/LmpwZWc.jpeg
Loleatta Holloway,Dreamin',2000,139806,"2, x, 1, 2, """,https://api.discogs.com/releases/139806,"{'community': {'in_wantlist': 189, 'in_collection': 536}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/4HatttQiNQpu0Z2bCsmJmyGB2jE63ywrxPFe6_62vB0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzOTgw/Ni0xMjcyODE3ODU3/LmpwZWc.jpeg
Logg,Logg,1981,141303,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/141303,"{'community': {'in_wantlist': 2020, 'in_collection': 551}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/7hIWwVBOd1sGHT17IZQm_Avloekl6AIJaQC9gLHBjDA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MTMw/My0xMjA4NTYxNzQ0/LmpwZWc.jpeg
Rafael Cameron,Cameron All The Way,1982,143645,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/143645,"{'community': {'in_wantlist': 158, 'in_collection': 392}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/XoaT6HY4_ouuReM0EMSGhveXxAiUKypNBHyHrZshqMM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MzY0/NS0xMjQxOTQ2NTMz/LmpwZWc.jpeg
Rafael Cameron,Cameron's In Love,1981,143646,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/143646,"{'community': {'in_wantlist': 244, 'in_collection': 852}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/gY1CPqK_Mk7L1GsjKjL9bAU447Ppkv3mH-SbbZoVByA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MzY0/Ni0xNTQzODU0NjY5/LTg3MTQuanBlZw.jpeg
Tony Touch Feat. Keisha & Pam*,I Wonder Why? (He's The Greatest DJ),2000,144424,"1, 2, """,https://api.discogs.com/releases/144424,"{'community': {'in_wantlist': 58, 'in_collection': 211}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/4tRRPRt5KXIIPsoI37c-QkMjTRpx46u1SKIMe1LwWN8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NDQy/NC0xMTQ2NDc4MzY4/LmpwZWc.jpeg
The Salsoul Orchestra,Up The Yellow Brick Road,1978,145603,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/145603,"{'community': {'in_wantlist': 51, 'in_collection': 91}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/EtSW1xU6snyj8cXSMyQFBhSVAC5mVpnCf06WUBel0kM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NTYw/My0xNzMyMjEwNDI0/LTU3MTQuanBlZw.jpeg
The Salsoul Orchestra,Nice 'N' Naasty,1976,146805,"7, "", ,,  , S, i, n, g, l, e, ,,  , S, t, y, r, e, n, e",https://api.discogs.com/releases/146805,"{'community': {'in_wantlist': 63, 'in_collection': 245}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/1C0ZJyo2zObY-xOW6XHEak32yx-4MIBOIGFQktCJd3M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Njgw/NS0xNjkxMjM4NTIx/LTU0MDUuanBlZw.jpeg
Larry Levan,Larry Levan's Greatest Mixes Volume Two,1980,146807,"L, P, ,,  , A, l, b, u, m, ,,  , C, o, m, p",https://api.discogs.com/releases/146807,"{'community': {'in_wantlist': 357, 'in_collection': 246}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/k8qW2SpRQI4VFxnQAetRVypQzLipDDNnOMpNGLtfZS0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Njgw/Ny0xNDQ1MDE1MDMz/LTY4OTEuanBlZw.jpeg
Bunny Sigler,By The Way You Dance (I Knew It Was You),1979,147827,"1, 2, "", ,,  , B, o, b",https://api.discogs.com/releases/147827,"{'community': {'in_wantlist': 485, 'in_collection': 329}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/rsC7xb1GhkhcRbTIdcezLhCTyfXfP2s81rYrPA1drsg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Nzgy/Ny0xMTQxNzM1NjAy/LmpwZWc.jpeg
Instant Funk,I Got My Mind Made Up / Crying,1978,151387,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/151387,"{'community': {'in_wantlist': 532, 'in_collection': 1447}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/S33QpZBx1hGmretxIgxzlHN4w-VPKYWcbBX1pU2ym4c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MTM4/Ny0xMTY4MzgyNjU0/LmpwZWc.jpeg
Playmate,Love Dance,1978,152110,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/152110,"{'community': {'in_wantlist': 42, 'in_collection': 74}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/3pmCm33p5t-ydh_1XCJ0pjwAVf10UlxNRApNXhnhuwk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MjEx/MC0xMTcxNzY0MjY3/LmpwZWc.jpeg
The Salsoul Orchestra,Magic Journey,1977,158184,"L, P, ,,  , A, l, b, u, m, ,,  , P, i, t",https://api.discogs.com/releases/158184,"{'community': {'in_wantlist': 404, 'in_collection': 1683}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/k2PcRV9WZe2q0zFJF5ey8GLQGQML5qdEGFGqFyRXaDE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1ODE4/NC0xMjAzMjE0NDA1/LmpwZWc.jpeg
Metropolis (5),I Love New York,1978,158187,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/158187,"{'community': {'in_wantlist': 103, 'in_collection': 703}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/rdhsYQUzsERJKPFDnFp-HnpREVyVJMWBkFE6-JG3OvM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1ODE4/Ny0xMjIwODAwMTUx/LmpwZWc.jpeg
Aurra,Checking You Out,1982,163632,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/163632,"{'community': {'in_wantlist': 327, 'in_collection': 432}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ia6l3gZlMrrcRKPZhcUicTC-byctZdwxk4Z7x_lA6pY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MzYz/Mi0xMTQ1MzkwMjk0/LmpwZWc.jpeg
Salsoul Orchestra* Featuring Loleatta Holloway,Runaway,2001,164698,"1, 2, """,https://api.discogs.com/releases/164698,"{'community': {'in_wantlist': 292, 'in_collection': 144}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/NEu5nBBmN6WKZAbos99G0uE7HCsqt1maU-iO0BsbrY8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NDY5/OC0xNTgyMDE0MDQz/LTE1NDMuanBlZw.jpeg
Instant Funk,Instant Funk,1979,176581,"L, P, ,,  , A, l, b, u, m, ,,  , I, n, d",https://api.discogs.com/releases/176581,"{'community': {'in_wantlist': 676, 'in_collection': 3199}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/PGL1bX_REBJdguSKnQemtZUM4dkgtIpt94yesYg9nTk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NjU4/MS0xNDczNDE4MzIy/LTg4NDQuanBlZw.jpeg
Candido,Dancin' And Prancin' / Jingo,1979,180728,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/180728,"{'community': {'in_wantlist': 225, 'in_collection': 179}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/bWtdeXgMNGK0sC2u5iuLoBZLLVzfQn2y1-pSWD7_p_E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MDcy/OC0xMjY2NjgzOTgx/LmpwZWc.jpeg
Vaughan Mason Featuring Butch Dayo,You Can Do It (Club Version),1982,181257,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/181257,"{'community': {'in_wantlist': 128, 'in_collection': 194}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ESE5g_zLWs_x4PFaJMZT8cd-ALTxhTdlURns1S0OV6o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MTI1/Ny0xNjg2NjYwODMw/LTYyOTkuanBlZw.jpeg
ORS*,Moon-Boots,1977,181259,"1, 2, """,https://api.discogs.com/releases/181259,"{'community': {'in_wantlist': 529, 'in_collection': 810}, 'user': {'in_wantlist': 1, 'in_collection': 0}}",https://i.discogs.com/x4h6mVOfM-D3hPuvPk9MkLVMQt-Nh-CywozoZxbjHaE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MTI1/OS0xNTYyNDM0OTg3/LTY0MDUuanBlZw.jpeg
First Choice,Doctor Love,1977,181385,"1, 2, """,https://api.discogs.com/releases/181385,"{'community': {'in_wantlist': 684, 'in_collection': 1075}, 'user': {'in_wantlist': 1, 'in_collection': 0}}",https://i.discogs.com/1PvKi-9vF3Wbjw6WNsTSpYJOkYRIP2G6nDwWT56kNZo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MTM4/NS0xMTU5MDY5NjA3/LmpwZWc.jpeg
The Salsoul Orchestra,Tangerine / Salsoul Hustle,1975,185556,"7, "", ,,  , S, i, n, g, l, e, ,,  , S, t, y, r, e, n, e",https://api.discogs.com/releases/185556,"{'community': {'in_wantlist': 22, 'in_collection': 309}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/mnEpZR3XhvUdxfNvg-DuxjW6PM0zSjmyUi_dNv0lH-w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NTU1/Ni0xMjY5MTg3NjYy/LmpwZWc.jpeg
Salsoul Orchestra*,You're Just The Right Size,1976,185562,"7, "", ,,  , S, i, n, g, l, e, ,,  , S, t, y, r, e, n, e",https://api.discogs.com/releases/185562,"{'community': {'in_wantlist': 114, 'in_collection': 241}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Bknj8EUsc_IMTgL5bGxoCSVY8y5Loctp4W4M8owlbdY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NTU2/Mi0xNjkwODc3NzUy/LTI4NTUuanBlZw.jpeg
Skyy,Skyyport,1980,187285,"L, P, ,,  , A, l, b, u, m, ,,  , I, n, d",https://api.discogs.com/releases/187285,"{'community': {'in_wantlist': 592, 'in_collection': 1934}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/AlnxmiHC55p7Bwh_sd0vwQvLVRnV5yDFvAgeKCyjHqY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NzI4/NS0xMTczNTc1OTkx/LmpwZWc.jpeg
Various,Kontor - Top Of The Clubs Volume 9,2000,187495,"C, D, ,,  , C, o, m, p, ,,  , E, n, h, ,,  , M, i, x, e, d,  , +,  , C, D, ,,  , C, o, m, p, ,,  , M, i, x, e, d",https://api.discogs.com/releases/187495,"{'community': {'in_wantlist': 27, 'in_collection': 145}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/I4THCMDnVuzgQGhkkuXmt9Et8EA3dHtttLIj0Xqkxmo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NzQ5/NS0xNTg3NjQ4MzM4/LTM3OTkuanBlZw.jpeg
Skyy,Skyway,1980,191638,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/191638,"{'community': {'in_wantlist': 412, 'in_collection': 1747}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/QeTpdryX7uqkXijbYVL6iH_fC5J7hw0qRLe8ZkYz1MA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5MTYz/OC0xNTU4MjkyMzY1/LTIxODUuanBlZw.jpeg
Anthony White,I Can't Turn You Loose,1977,197885,"1, 2, """,https://api.discogs.com/releases/197885,"{'community': {'in_wantlist': 237, 'in_collection': 695}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/AWTapLqlrx9Iyx6SaPwAW8og6yzlF8RDHR0qvAE14cE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5Nzg4/NS0xMjgwNjg2MzA4/LmpwZWc.jpeg
Luv You Madly Orchestra,Rocket Rock / Moon Maiden,1978,200346,"1, 2, """,https://api.discogs.com/releases/200346,"{'community': {'in_wantlist': 159, 'in_collection': 19}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Skyy,Skyyjammer,1982,202512,"L, P, ,,  , A, l, b, u, m, ,,  , I, n, d",https://api.discogs.com/releases/202512,"{'community': {'in_wantlist': 169, 'in_collection': 1104}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/zfTsF9DB2aP65gji0z3URlwZ7drAiys9xCgKcJ4nIIU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMjUx/Mi0xNDE3NjA2MDE4/LTg5OTcuanBlZw.jpeg
Loleatta Holloway,Dreamin' (The Satoshi Tomie Remixes),2000,202628,"C, D, ,,  , M, a, x, i",https://api.discogs.com/releases/202628,"{'community': {'in_wantlist': 37, 'in_collection': 67}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/_WBPLZnkfG5vEVhLLhW28EBHVJcJud25eRrds19WV-A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMjYy/OC0xNzI3ODAwODg0/LTQ1OTEuanBlZw.jpeg
Joe Bataan,Mestizo / Rap-O-Clap-O / The Bottle,1999,203000,"1, 2, """,https://api.discogs.com/releases/203000,"{'community': {'in_wantlist': 99, 'in_collection': 120}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Zxpe5158wxmJFEHm82icAyNY-NKQ0BONjF73dD8yzZU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMzAw/MC0xMjA0OTgwODg2/LmpwZWc.jpeg
Love Committee,Just As Long As I Got You / Law And Order,2003,209699,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/209699,"{'community': {'in_wantlist': 318, 'in_collection': 326}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/g80fdTzugKJPoRQ7BheAJC620k_BxpbeBIBhKkzgJCY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwOTY5/OS0xMTE0ODY1MjEx/LmpwZw.jpeg
Love Committee,Just As Long As I Got You / Law And Order,2003,209699,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/209699,"{'community': {'in_wantlist': 318, 'in_collection': 326}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/g80fdTzugKJPoRQ7BheAJC620k_BxpbeBIBhKkzgJCY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwOTY5/OS0xMTE0ODY1MjEx/LmpwZw.jpeg
Loleatta Holloway,Love Sensation,2003,220009,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/220009,"{'community': {'in_wantlist': 412, 'in_collection': 396}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/V8AkrdPpwHVxaR83Ai_tm6Jm1lFrWIlG6qtZp6PPBe8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMDAw/OS0xNTc3OTAzMTg0/LTE3MjAuanBlZw.jpeg
Loleatta Holloway,Love Sensation,2003,220009,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/220009,"{'community': {'in_wantlist': 412, 'in_collection': 396}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/V8AkrdPpwHVxaR83Ai_tm6Jm1lFrWIlG6qtZp6PPBe8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMDAw/OS0xNTc3OTAzMTg0/LTE3MjAuanBlZw.jpeg
Thunderpuss,MTV Party To Go Remixed,2001,222795,"C, D, ,,  , M, i, x, e, d",https://api.discogs.com/releases/222795,"{'community': {'in_wantlist': 46, 'in_collection': 56}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/m667zgAn9387GSBTIr0qpkKBMugd-DS1Pp3XFM2IMww/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMjc5/NS0xNDM3NjY1MDQ1/LTkyMTEuanBlZw.jpeg
Rafael Cameron,Desires,1982,223274,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/223274,"{'community': {'in_wantlist': 28, 'in_collection': 77}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/8-IBtkwzAo1yPRF1GPLRkqeoIqDcXZkrQnpZOGeVC90/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMzI3/NC0xMjczNjAxMjA4/LmpwZWc.jpeg
